"name","description"
"convert_expression_body","Converts a method or property between expression body (=>) and block body forms. direction: 'ToExpressionBody' or 'ToBlockBody'. memberName: the method/property name. contextSnippet: optional verbatim substring to disambiguate overloads. Provide lineBefore and/or lineAfter when the snippet could match multiple locations. Returns the updated file content."
"detect_layer_violations","Detects namespace-level layer architecture violations (e.g. Controllers importing from Data/Repositories directly, Domain models depending on infrastructure layers). Operates on using directives — fast, no compilation required. Returns violation type, description, source layer, forbidden dependency namespace, file path, and line. Scope with projectName or filePath, or omit for the entire solution."
"find_task_delay_zero_usage","Detects redundant Task.Delay(0) calls."
"find_large_switch_statements","Finds switch statements with a large number of cases that may need refactoring, optionally filtered by project."
"analyze_type_cohesion","Analyzes class cohesion using an LCOM-based metric. Returns per-class analysis including field/method counts, LCOM score (0=cohesive, 1=disconnected), a rating (Excellent/Good/Poor/Very Poor), and informal suggestions for classes that could be split. Useful for identifying god classes and extraction opportunities."
"find_linq_redundant_where","Detects LINQ chains of the form .Where(pred).First() / .Where(pred).Any() / .Where(pred).Count() where the intermediate Where creates an unnecessary IEnumerable allocation. Suggests collapsing to .First(pred) / .Any(pred) / .Count(pred) for a single-pass, allocation-free alternative."
"trace_variable_lifetime","Traces a variable's complete lifetime from declaration through every read, write, ref/out pass,
return, and closure capture, across all code paths (loops, conditionals, try/catch) in the
enclosing scope.
filePath: file containing the variable declaration.
variableName: the exact identifier name.
lineNumber: 1-based line of the declaration (used to disambiguate variables with the same name).
Returns: TypeName, DeclarationLine, ScopeDescription, IsDefinitelyAssigned, IsAlwaysAssigned,
IsCapturedInClosure, and an Accesses list with Line, Column, AccessKind (Declaration/Read/Write/
Ref/Out/Return/Capture), ContextStack (method > if > for ancestry), IsInLoop, IsInConditional."
"find_unused_interfaces","Identifies interfaces that are declared but never implemented in the solution or a specific project."
"propagate_cancellation_token_in_method","Propagates an existing CancellationToken parameter from a method to all eligible
async callees within its body. The target method must already have a CancellationToken
parameter. For each call to an async method that has a CancellationToken overload but
isn't receiving the token, appends the token to the call site. Call sites that already
forward a CT or call methods without CT overloads are reported as skipped.
Returns a staged change-set; call apply_staged_changes to commit.

Parameters:
  filePath   — absolute path to the source file containing the method.
  methodName — name of the method to process (case-sensitive).
  autoStage  — when true (default), stages the changes and returns a ChangeId.
               When false, returns the updated source text with no ChangeId.

Returns PropagateCtResult with:
  MethodFound        — false if the method was not found in the file.
  TokenParameterName — actual parameter name used (e.g. ""ct"" or ""cancellationToken"").
  Forwarded          — call sites that were rewritten with the token.
  Skipped            — call sites skipped with reason code.
  ForwardedCount     — count of Forwarded.
  SkippedCount       — count of Skipped.
  ChangeId           — staged change id (null if autoStage=false or no changes).
  Error              — non-null on hard failure (method has no CT param, etc.)."
"add_member_to_class","Adds a new member (method, field, etc.) to an existing class, interface, record, or struct."
"inline_field","Inlines a private field by replacing all usages with its initializer value."
"find_check_then_act_on_dictionary","Detects the check-then-act race on Dictionary/ConcurrentDictionary: ContainsKey() or TryGetValue() followed by Add()/TryAdd() on the same variable outside of any lock. Another thread may insert the same key between the check and add. Use GetOrAdd() or TryAdd() for atomic insertion."
"convert_method_to_indexer","Converts a Get(index) method into a formal C# indexer."
"find_long_parameter_list","Finds methods/constructors with >= minParameters (default 4) parameters. Excludes DI-only constructors (all params end with Service/Repository/Options/Factory)."
"upgrade_thread_safety","Upgrades threading patterns (locks, semaphores) to modern/safe versions."
"split_project_by_folder","Moves all files under a specific folder from a source project to a new target project, preserving folder structure."
"find_callers_safe","Finds all call sites (references) to a symbol in the solution without requiring line/column coordinates.
Unlike the built-in find_callers which needs a line number, this locates the symbol by name with
an optional contextSnippet to disambiguate overloads.
symbolName: the method/property/field name to search for.
contextSnippet: optional verbatim substring of the declaration (e.g. the method signature line).
Provide lineBefore and/or lineAfter when the snippet could match multiple locations.
Returns CallerMethod, CallerType, FilePath, Line, and CodeSnippet for each call site."
"add_using_directive","Adds a using directive to a file if not already present.

Pass just the namespace name (e.g. ""System.Linq"", ""Microsoft.Extensions.DependencyInjection"").
For static usings, prefix with ""static "" (e.g. ""static System.Math"").
If the directive already exists, the file is returned unchanged.
Use autoStage=true (default) to get a ChangeId for ApplyStagedChanges."
"extract_method_safe","extract_method_safe— extracts selected statements into a new method with the CORRECT return type.

Fixes a bug in the standard extract_method tool where selections ending with `return <expression>`
are extracted into a method declared `private void MethodName(...)`. The void return type is
incorrect and causes a compile error. This tool uses Roslyn's SemanticModel to determine the
actual type of the returned expression, and DataFlowAnalysis to find the correct parameter list.

Requires a solution to be loaded first (via set_solution_path or equivalent), because semantic
analysis is needed to determine types.

Parameters:
  filePath        — absolute path to the .cs file (must be in the loaded solution)
  newMethodName   — valid C# identifier for the new extracted method
  contextSnippet  — a short unique code snippet that identifies the selection
  lineBefore      — optional: the line immediately before contextSnippet (for disambiguation)
  lineAfter       — optional: the line immediately after contextSnippet (for disambiguation)

Returns: MsAugmentResult with Success=true and UpdatedContent=the rewritten file,
         or Success=false and Error with a human-readable explanation."
"get_blast_radius","Gets the blast radius (impact analysis) of changing a symbol. Provide contextSnippet: a verbatim substring from the symbol's declaration or reference (e.g., 'public async Task<T> GetById('). Provide lineBefore and/or lineAfter when the snippet could match multiple locations. Returns all call sites and affected projects."
"add_configure_await_false","Adds .ConfigureAwait(false) to all await expressions in a file that don't already have it. Use libraryMode=true (default) for library code, false for ASP.NET app code. Idempotent — skips already-configured awaits. Returns the updated source as a string. Does NOT write to disk or update the workspace. Pass the result to apply_proposed_changes to save."
"extract_constant_safe","EXTRACT_CONSTANT_SAFE — Extract a literal to a named constant using context, not line/column.

FIXES MS BUG: The standard extract_constant tool requires exact 1-based line/column
coordinates. When these are even slightly wrong (off by one, trailing whitespace,
CRLF vs LF differences) it throws a cryptic error: ""Column 99 is beyond end of line"".
There is no human-readable guidance on how to fix the coordinates.

This tool uses contextSnippet to locate the literal — the same approach used by all
other safe Sentinel tools:
  • No line/column arithmetic required
  • Human-readable error messages when the literal cannot be found
  • Replaces ALL identical literals in the file (not just the one occurrence)
  • Inserts the constant as the first member of the containing type

Parameters:
  filePath        — absolute path to the .cs file
  contextSnippet  — the literal itself or a short surrounding snippet (e.g., '""hello world""')
  constantName    — valid C# identifier for the constant (e.g., 'GreetingMessage')
  lineBefore      — optional: the line immediately before contextSnippet (for disambiguation)
  lineAfter       — optional: the line immediately after contextSnippet (for disambiguation)

Returns: MsAugmentResult with Success=true and UpdatedContent=the rewritten file,
         or Success=false and Error with a human-readable explanation."
"rename_symbol","Renames a symbol (class, method, property, field, local, etc.) across the entire solution. Pass 'symbolName' (the exact identifier to rename) and 'contextSnippet' (a verbatim substring from the source file, long enough to appear exactly once — typically the surrounding line or expression). Example: symbolName=""GetById"", contextSnippet=""public async Task<Product?> GetById("". Provide lineBefore and/or lineAfter (verbatim text from the line above/below the target) when the snippet could match multiple locations. Returns an error if the snippet matches zero or multiple locations. Returns per-file diff hunks (before/after for each changed line with ±2 lines of context) plus a staged ChangeId. Review FileChanges before calling ApplyStagedChanges."
"find_misbound_overload_chains","Validates overload chain correctness across the solution. For each group of same-named methods where shorter overloads delegate to fuller ones, detects: (1) ChainMissingParameter — a parameter from the calling overload is absent from the forwarding call, silently dropping the caller's value; (2) ChainArgumentOrder — source parameters appear in inverted order in the forwarding call, binding to the wrong target parameter; (3) OverloadCycle — two overloads delegate to each other, causing guaranteed StackOverflowException. Requires a loaded solution."
"extract_superclass","Extracts common members from multiple classes into a new shared base class."
"remove_modifier","Removes a modifier keyword from a type or member (idempotent).

targetName is the class/method/property name to modify.
modifier is the keyword to remove: virtual, abstract, sealed, static, readonly, override,
partial, async, new, extern, unsafe, volatile.
Use autoStage=true (default) to get a ChangeId for ApplyStagedChanges."
"safe_delete_symbol","Safe deletes a symbol only if it has zero usages in the entire codebase. Provide contextSnippet: a verbatim substring from the symbol's declaration line. Provide lineBefore and/or lineAfter (verbatim text from the line above/below the target) when the snippet could match multiple locations. If autoStage is true, returns a ChangeId."
"find_multiple_out_parameter_methods","Finds methods with 2 or more 'out' parameters — a common sign that the method
is doing the work of returning multiple values through side-channels instead of
a proper return type.

Returns the current return type, the out-parameter names and types, and a suggested
ValueTuple signature. Use ConvertOutParamsToValueTuple to apply the conversion
automatically once you've reviewed the findings.

Scope to a file or project, or scan the entire solution."
"replace_member","Surgically replaces a specific member (method, property, class) in a file by name with new source code."
"find_task_when_all_usage","Detects sequential await calls that could be parallelized."
"find_uninstantiated_types","Identifies classes that are never instantiated across the entire solution or a specific project."
"detect_unreachable_code","Detects statements within a specific method that are unreachable due to a preceding return, throw, break, or continue on all code paths. Returns string descriptions of each unreachable statement and the reason it cannot execute. Use before adding code at the end of a method to confirm the insertion point is actually reached."
"extract_members_to_partial","Extracts specific members from a class into a new partial file."
"upgrade_unbound_nameof","IDE0340: Upgrades nameof(List<int>) to modern C# 14 nameof(List<>). Provide contextSnippet: the verbatim nameof expression text. Provide lineBefore and/or lineAfter when the snippet could match multiple locations."
"inline_variable","Inlines a local temporary variable into all its usages within the scope."
"preview_rename_impact","Previews the impact of renaming a symbol across the solution without applying changes. Returns affected files and location count. symbolName: the current name. contextSnippet: optional verbatim substring to disambiguate. Provide lineBefore and/or lineAfter when the snippet could match multiple locations."
"get_feature_status","Gets the enabled status of specific features by name."
"analyze_security","Analyzes a file for potential security vulnerabilities."
"load_solution","Loads a .NET solution into memory for persistent analysis."
"update_features","Batch updates the enabled status of one or more features."
"fix_mismatched_namespaces","Corrects the namespace declaration in a file to match its actual folder structure relative to the project root."
"find_task_delay_usage","Detects Task.Delay() usage."
"find_unbounded_static_collections","Detects static fields that hold unbounded collections (Dictionary, List, HashSet, etc.) that are populated with .Add()/.TryAdd() but never .Clear()ed and have no Count-based size cap. A common memory exhaustion DoS vector when populated from user-controlled data."
"wrap_in_try_catch","Wraps a range of statements in a try/catch block.

startLine and endLine are 1-based line numbers of the statements to wrap.
exceptionType defaults to ""Exception""; catchVariableName defaults to ""ex"".
catchBody is an optional statement for the catch block body (e.g. ""_logger.LogError(ex, \""msg\"");"").
Use autoStage=true (default) to get a ChangeId for ApplyStagedChanges."
"wrap_in_using","Wraps a range of code in a using statement for an IDisposable object."
"get_diagnostics_summary","Returns a grouped summary of Roslyn compiler diagnostics (errors and warnings) for a file,
project, or the entire solution. Groups by diagnostic ID (e.g. CS0103) so you can see which
issues are most common without scrolling through hundreds of raw messages.
filePath: analyze a single file (mutually exclusive with projectName).
projectName: analyze all files in a project.
Leave both null to analyze the entire solution.
topN: max number of groups to return, sorted by count descending (default 20).
Returns TotalIssues, Errors, Warnings, and a TopIssues list with DiagnosticId, Severity,
MessageTemplate, Count, and Locations."
"simplify_boolean_expressions","Simplifies boolean expressions: rewrites 'x == true' to 'x', 'x == false' to '!x', and similar redundant patterns."
"find_implicit_nullable_boxing","Detects explicit casts of Nullable<T> values to object or dynamic, which box the nullable and can produce surprising null-equality behavior ((object)(int?)null == null is true, but two boxed int? values with the same value are not reference-equal). Uses the semantic model for accuracy."
"find_mutable_public_collection_properties","Detects public properties that expose mutable collection types (List<T>, Dictionary<K,V>, HashSet<T>, etc.) with a public non-init setter, allowing callers to completely replace the collection. Use IReadOnlyList<T>/IReadOnlyDictionary<K,V>, or change the setter to private/init."
"run_uplift_batch_multi","Runs run_uplift_batch for each bridged method in the provided list, collecting
per-method and aggregate results. Processes all targets sequentially; a failure on
one method does not block the others.

Input (UpliftBatchMultiInput):
  Targets                   — list of { BridgedMethodName, ProjectName? } targets.
  MaxCallersPerMethod       — max callers to process per bridged method (default 10).
  DryRun                    — when true, reports what would happen without writing files.
  PropagateCancellationTokens — when true (default), propagates CT to other async
                                callees in each newly created async overload.

Returns UpliftBatchMultiResult with:
  PerMethod            — one UpliftBatchMultiMethodResult per target, each containing
                         the full UpliftBatchResult for that method plus any Error.
  TotalUplifted        — total callers uplifted across all methods.
  TotalSkipped         — total callers skipped across all methods.
  TotalRemainingCallers — total pending callers not yet processed (budget cap).
  StopReason           — ""batch_complete"" | ""dry_run""."
"convert_to_async_enumerable","Converts a method returning Task<List<T>>, Task<IEnumerable<T>>, or List<T> to IAsyncEnumerable<T>. Transforms 'results.Add(item)' patterns to 'yield return item', removes the list variable and return statement, and adds a CancellationToken parameter if missing. Returns the updated source as a string. Does NOT write to disk or update the workspace. Pass the result to apply_proposed_changes to save."
"analyze_method_data_flow","Analyzes data flow for an entire method body using Roslyn's semantic analysis.

Unlike the raw line-based analyze_data_flow tool, this takes a method name — no
need to count line numbers or worry about accidentally including the method signature.

Returns: DataFlowsIn (variables read but declared outside), DataFlowsOut (variables
assigned inside and read outside), VariablesDeclared (locals), AlwaysAssigned (always
initialized on all code paths), ReadInside, WrittenInside.

If the method has multiple overloads, supply disambiguateLine (any line number that
falls inside the desired overload's body) to select the correct one."
"remove_configure_await_false","Removes all .ConfigureAwait(x) calls from a file, leaving the bare awaited expression. Useful when migrating library code to ASP.NET app code where ConfigureAwait is unnecessary. Returns the updated source as a string. Does NOT write to disk or update the workspace. Pass the result to apply_proposed_changes to save."
"analyze_foreach_for_linq_conversion","ANALYZE_FOREACH_FOR_LINQ_CONVERSION — Pre-flight safety analysis for convert_foreach_linq.

FIXES MS BUG: The standard convert_foreach_linq tool silently destroys data.
When a collection is modified BEFORE the foreach (e.g., results.Add(""header"") before
the loop), the standard tool re-initializes the variable with 'new List<T>()',
discarding those pre-loop additions WITHOUT any warning.

ALWAYS call this tool before using convert_foreach_linq.
Only proceed with conversion if IsSafeToConvert=true.

Parameters:
  filePath        — absolute path to the .cs file
  contextSnippet  — a short snippet of the foreach statement (e.g., ""foreach (var item in"")
  lineBefore      — optional: the line of code immediately before contextSnippet
  lineAfter       — optional: the line of code immediately after contextSnippet

Returns: IsSafeToConvert, CollectionVariableName, StatementsBeforeForeach, BlockingReason,
         and a Recommendation."
"get_staged_changes","Returns the full file content of a staged change set for inspection."
"convert_switch_to_expression","IfToSwitch: Converts a switch statement in a method to a switch expression."
"convert_static_to_extension","Converts a standard static method into an extension method by prepending 'this' to its first parameter."
"detect_json_anti_patterns","Detects unsafe or incorrect System.Text.Json usage patterns in a file: (1) JsonDocument.Parse() not wrapped in a 'using' — leaks pooled memory back to the ArrayPool, (2) JsonElement.GetProperty() instead of TryGetProperty() — throws KeyNotFoundException on missing keys at runtime. Returns SecurityIssueReport with IssueType, file path, line/column, and remediation description."
"generate_to_string_safe","generate_tostring_safe — generates a ToString() override with CORRECTLY ESCAPED interpolated strings.

Fixes a bug in the standard generate_tostring tool where literal { characters in the format section
are left unescaped, producing broken code like $""Type { Prop = {Prop} }"" that fails with
CS8086 (invalid interpolation hole). This tool always emits {{ and }} for literal braces,
producing valid code like $""Type {{ Prop = {Prop} }}"".

Parameters:
  filePath  — absolute path to the .cs file
  typeName  — the class/struct to add ToString() to
  members   — optional comma-separated list of property/field names to include;
              if omitted, all public instance properties and fields are used

Returns: MsAugmentResult with Success=true and UpdatedContent=the rewritten file,
         or Success=false and Error with a human-readable explanation."
"find_all_implementations","Finds all types that implement an interface or derive from a class, returning file path and line for each. Optionally scoped to a single project."
"analyze_stack_overflow_risks","Statically analyzes a C# file for potential StackOverflowException causes.

Detects six distinct categories:
- DirectRecursion       (Definite)   — method calls itself with no conditional guard
- OverrideCallsSelf     (Definite)   — override calls own name instead of base.X()
- PropertySelfRead      (Definite)   — property getter reads itself (missing backing field)
- PropertySelfWrite     (Definite)   — property setter assigns to itself
- InheritanceCycle      (Definite/Suspicious) — override → base → virtual dispatch → same override
- ConditionalRecursion  (Suspicious) — guarded self-call whose base case may be unreachable
- ArgumentNotDecreasing (Suspicious) — recursive call passes parameter unchanged or growing
- MutualRecursion       (Suspicious) — A calls B calls ... calls A (up to 5-hop cycles)
- DeepCallChain         (Informational, opt-in) — >40 static frames deep

Inheritance cycle detection covers both in-file class hierarchies (syntactic) and
cross-file base classes (semantic). The most dangerous case — override calls base which
calls an abstract/virtual that this class overrides, creating a hidden dispatch loop —
is detected with full CyclePath tracing.

includeInformational: set true to include DeepCallChain findings (default: false)"
"analyze_switch_for_pattern_conversion","Pre-flight analysis: checks whether a switch statement is safe to convert to a
switch expression using the standard 'convert_to_pattern_matching' tool.

WHY YOU NEED THIS: The standard tool silently drops variable assignments in switch
cases that assign to multiple variables. For example:
  case ""g"":
    totalOz   = rawValue / 28.3495m;   // ← DROPPED by standard tool
    totalGrams = rawValue;               // ← only this survives
    break;
This produces broken, data-loss code with no warning.

This tool returns a full case-by-case analysis, tells you which cases have multiple
assignments, and gives a clear blocking reason when conversion is unsafe.

If IsSafeToConvert is true, the standard tool (or ConvertSwitchToPatternSafe) will
produce correct output.

Parameters:
  filePath       - Absolute path to the .cs file.
  contextSnippet - A verbatim substring from the switch keyword or governing
                   expression line, e.g. ""switch (unit)"" or ""switch (rawUnit)"".
  lineBefore/lineAfter - Verbatim text from the line above/below the target to
                   disambiguate when the snippet matches multiple locations."
"change_signature","Reorders parameters in a method signature and updates all call sites globally."
"convert_to_async_bridge","Converts a synchronous method to the Asyncify-bridge pattern in one atomic step.

Three things happen:
  1. A new async overload '<methodName>Async' is inserted immediately after the original.
     It has the original body copied verbatim (NOT a Task.Run wrapper or scaffold),
     'CancellationToken cancellationToken = default' appended as the last parameter,
     and the 'async' modifier added. Expression-bodied originals are converted to block
     bodies so downstream CT-propagation tools can operate on them.
  2. The original sync method body is replaced with the bridge call:
       return <methodName>Async(params...).GetAwaiter().GetResult();
     (bare expression statement for void-returning methods)
  3. [Obsolete(""Asyncify-bridge: call <methodName>Async instead."", false)] is added
     to the original sync method — CS0618 warnings at call sites are the migration
     tracking mechanism.

The async body is NOT further transformed. Use apply_cancellation_token_to_file or
add_cancellation_token_to_method in a follow-up step to propagate the CancellationToken
to inner async callees.

Returns CancellationTokenResult where exactly one field is populated:
  autoStage=true (default): ChangeId is set; apply with apply_staged_changes(changeId).
  autoStage=false: Source is set; pass Source.UpdatedSource to apply_proposed_changes.

Hard preconditions (throws if any fail): method must not already be async; must not
end with 'Async'; must not be abstract; must not be an event handler; must not have
ref/out parameters; '<methodName>Async' must not already exist in the class."
"generate_constructor","Generates a constructor for a class from its private/readonly fields. Skips if a constructor already exists. Returns the updated file content."
"add_enum_value","Adds a new value to an existing enum declaration.

Specify the enum name and the new value name. Optionally provide an explicit integer value
(e.g. enumName=""Status"", valueName=""Archived"", explicitValue=99 produces 'Archived = 99').
If the enum is not found in the file, the file is returned unchanged.
Use autoStage=true (default) to get a ChangeId for ApplyStagedChanges."
"add_benchmark_stub","Adds a BenchmarkDotNet stub class for performance testing a specific method. Returns the updated source as a string. Does NOT write to disk or update the workspace. Pass the result to apply_proposed_changes to save."
"add_attribute","Adds an attribute to a named type or member.

targetName is the class name or method/property name to decorate.
attributeSource is the attribute text with or without brackets (e.g. ""[ApiController]"" or ""Required"").
Complex attributes with arguments are supported (e.g. ""[HttpGet(\""/api/items\"")]"").
Use autoStage=true (default) to get a ChangeId for ApplyStagedChanges."
"find_mutable_public_properties","Finds public mutable properties (public setter) on non-DTO public classes. Reports classes that expose state directly rather than through controlled mutation. Classes whose names end with Request/Response/Dto/ViewModel/Model/Options/Settings/Config/Entity/Event/Command/Query are excluded. Scope to a file or project, or scan the whole solution."
"convert_string_format_to_interpolated_smart","Converts a string.Format() call to an interpolated string.

FIXES standard 'convert_to_interpolated_string' LIMITATION: The standard tool
fails with ""First argument must be a string literal"" when the format string is a
named constant or static field, e.g.:
  string.Format(CacheKeyFmt, userId, date)
  string.Format(ErrorMessages.NotFound, id)

This tool uses the semantic model to resolve the constant value at compile time,
then builds the interpolated string from the resolved format pattern.

Supported format string sources:
  • Inline string literal:   string.Format(""User {0}"", id)
  • const field/property:    string.Format(MyConst, id)
  • Static readonly string:  string.Format(Templates.Key, id) (if const)

Supports format specifiers:   string.Format(""{0:yyyy-MM-dd}"", date) → $""{date:yyyy-MM-dd}""

Parameters:
  filePath       - Absolute path to the .cs file.
  contextSnippet - A verbatim substring from the string.Format call, e.g.
                   ""string.Format(CacheKeyFmt"" or ""Format(MyErrorTemplate,"".
  lineBefore/lineAfter - Verbatim text from the line above/below the target to
                   disambiguate when the snippet matches multiple locations.

Returns: UpdatedContent with the interpolated string, or Error if the format
string could not be resolved to a compile-time constant."
"find_attribute_usages","Finds all usages of a named attribute across the solution, optionally scoped to a
project or file. Accepts both ""Authorize"" and ""AuthorizeAttribute"" (or ""[Authorize]"")
spelling — all three resolve identically.

Returns: AttributeName, TargetKind (Class/Method/Property/Field/Parameter/Constructor/
Interface/Record/Struct/Enum), TargetName, ContainingType (empty for type-level attrs),
FilePath, and Line.

Common use cases:
  • Security audit: find every endpoint missing [Authorize] by listing controllers and
    diffing against this result.
  • API review: ""find_attribute_usages [ProducesResponseType]"" to see which actions
    document their return types.
  • Validation audit: ""find_attribute_usages [Required]"" to map all required properties.
  • Obsolete API detection: ""find_attribute_usages [Obsolete]"" to find every member
    still marked deprecated."
"get_reverse_call_graph","Builds a reverse call graph (who calls this method): shows all methods that call the given method, what calls those, etc., up to maxDepth levels. Uses Roslyn SymbolFinder for accurate semantic reference resolution — not text search. Returns a ReverseCallGraphNode tree: MethodName, ContainingType, FilePath, Line, Callers."
